TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
861;Granulobasidium vellereum;almkrämskinn;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
217955;Graphis albida;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
100775;Grapholita caecana;skogsklövervecklare;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B1ab(iii,iv)+2ab(iii,iv);;Viktig;Viktig;;;;;;
215171;Grapholita discretana;humlevecklare;Möjligen nationellt utdöd;Art;Fjärilar;Kunskapsbrist (DD);;;Förekommer;Förekommer;;;;;;
102412;Grapholita gemmiferana;backvialsvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ab(iii)+2ab(iii);Förekommer;Förekommer;Förekommer;;;;;;
215168;Grapholita pallifrontana;sötvedelsvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii);;Förekommer;Förekommer;;;;;;
1818;Gregorella humida;småfruktigt blågryn;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;;Viktig;Viktig;;;;;;
721;Grifola frondosa;korallticka;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C1;Viktig;Förekommer;Förekommer;;;;;;
2492;Grimmia alpestris;blågrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;;;;;
1837;Grimmia anodon;skedgrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;;;;;
722;Grimmia anomala;fjällskogsgrimmia;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;;;Viktig;;;;;
724;Grimmia atrata;koppargrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;;;;;
726;Grimmia decipiens;kustgrimmia;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;Viktig;;;;Förekommer;;;
723;Grimmia fuscolutea;alpgrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;;;;;
728;Grimmia laevigata;ullgrimmia;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;Viktig;;;;;;;
729;Grimmia plagiopodia;fågelgrimmia;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;;;;Viktig;;;;;
1762;Grimmia tergestina;alvargrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;;;;;;;
2487;Grimmia triformis;kortskaftad fjällgrimmia;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;;;;;
732;Groenlandia densa;tätnate;Ej längre bofast, ej tillfälligt förekommande;Art;Kärlväxter;Nationellt utdöd (RE);;;;;;;Viktig;;;
101009;Gronops lunatus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Viktig;;;;Viktig;;
101010;Gryllotalpa gryllotalpa;mullvadssyrsa;Bofast och reproducerande;Art;Hopprätvingar;Nära hotad (NT);B2a;;Förekommer;Förekommer;;Viktig;;Förekommer;;
102250;Grynobius planus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
101012;Grypus brunnirostris;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B1b(iii)+2b(iii);;Förekommer;Förekommer;;Viktig;;;;
100066;Gulo gulo;järv;Bofast och reproducerande;Art;Däggdjur;Sårbar (VU);D1;Viktig;;;Viktig;;;;;
1144;Gyalecta carneola;ädelkronlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A2bc+3bc+4bc;Viktig;;;;;;;;
733;Gyalecta derivata;storsporig kraterlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);"A3bc+4bc; D";Viktig;Förekommer;;;Förekommer;;;;
734;Gyalecta flotowii;blek kraterlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3bc+4bc;Viktig;Viktig;Förekommer;;;;;;
735;Gyalecta friesii;skuggkraterlav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);A2bc+3bc+4bc;Viktig;;;;Viktig;;;;
1185;Gyalecta hypoleuca;liten stjärnfruktlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;Förekommer;Viktig;;;;;;;
142;Gyalecta incarnata;mossbelonia;Bofast och reproducerande;Art;Lavar;Kunskapsbrist (DD);;Viktig;;Förekommer;;;;;;
6000188;Gyalecta nidarosiensis;;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
229485;Gyalecta ophiospora;forskronlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;Viktig;;;;Förekommer;;;;
736;Gyalecta subclausa;liten kraterlav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);B2b(ii,iii,iv,v);Förekommer;Viktig;;;Förekommer;;;;
737;Gyalecta truncigena;mörk kraterlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3bc+4bc;Viktig;Viktig;;;;;;;
738;Gyalecta ulmi;almlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3bc+4bc;Förekommer;Viktig;;;;;;;
739;Gyalidea roseola;rosengyalidea;Bofast och reproducerande;Art;Lavar;Kunskapsbrist (DD);;;;;Viktig;Viktig;;;;
228885;Gyalideopsis piceicola;granpensellav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);D1;Viktig;;;;;;;;
1085;Gymnadenia nigra;brunkulla;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);"B2ab(i,ii,iii,iv,v); C2a(i)";;Viktig;;;Förekommer;;;;
742;Gymnadenia odoratissima;luktsporre;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B1ab(iii,iv,v)+2ab(iii,iv,v);;Viktig;;;Viktig;;;;
743;Gymnadenia runei;brudkulla;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B1a+2a; D2";;;;Viktig;;;;;
102252;Gymnetron villosulum;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;;Förekommer;;;Viktig;;;;
744;Gymnocarpium robertianum;kalkbräken;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2ab(iii,iv,v);Viktig;Förekommer;;;;;;;
4247;Gymnopilus odini;brandbitterskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
240066;Gymnopternus blankaartensis;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B1ab(i,iv)+2ab(i,iv);;;;;Viktig;;;;
249379;Gymnopus brassicolens;stor stinkbrosking;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
393;Gymnopus erythropus;rödfotad nagelskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
394;Gymnopus fusipes;räfflad nagelskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;Förekommer;;;;;;;
395;Gymnopus hariolorum;stinknagelskivling;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C1+2a(i);Viktig;;;;;;;;
746;Gymnostomum calcareum;liten kalkkuddmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;Förekommer;Viktig;;;;;;;
747;Gypsophila muralis;grusnejlika;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(i,ii,iv)c(iv);;Viktig;Viktig;;;;;;
101019;Gyraulus laevis;glatt skivsnäcka;Bofast och reproducerande;Art;Blötdjur;Nära hotad (NT);B2a;;;;;;Viktig;;;
556;Gyromitra fastigiata;flikmurkla;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;Förekommer;;;;;;;
256337;Gyromitra parma;;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;;;;;;;;
750;Gyromitra sphaerospora;klotsporig murkla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;Förekommer;;;;;;
252386;Gyromitra splendida;långfotad murkla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C1+2a(i);Viktig;;;;Förekommer;;;;
101023;Gyrophaena nitidula;;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;;;;;;;;
101025;Gyrophaena orientalis;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Viktig;;;;;;;;
101027;Gyrophaena rugipennis;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Viktig;;;;;;;;
250161;Gyrophaena transversalis;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Förekommer;Förekommer;;;;;;;
751;Gyroporus castaneus;kastanjesopp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C1;Viktig;Förekommer;;;;;;;
752;Gyroweisia tenuis;knattemossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;Förekommer;;;;;;
216165;Hadena albimacula;vitfläckat nejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(ii,iii,iv,v)c(iv);Förekommer;Viktig;Förekommer;;;;Viktig;;
216161;Hadena bicruris;större vitblärefly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(v)c(iii,iv);;Viktig;Viktig;;;;Viktig;;
216162;Hadena capsincola;mindre vitblärefly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii,v)c(iii,iv);;Viktig;Viktig;;;;Viktig;;
101029;Hadena compta;vitbandat nejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(iii,v)c(iv);;Viktig;Förekommer;;;;Förekommer;;
216164;Hadena confusa;praktnejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);"A2b; B2b(iii,v)c(iv); C1";Förekommer;Viktig;Förekommer;;;;Viktig;;
101030;Hadena filograna;gulpudrat nejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);"B2b(iii,v); C1";;Viktig;;;;;Förekommer;;
250163;Hadena filograna estonica;;Bofast och reproducerande;Underart;Fjärilar;Nära hotad (NT);"B1b(iii,v)+2b(iii,v); C1";;Viktig;;;;;Viktig;;
250164;Hadena filograna xanthocyanea;;Bofast och reproducerande;Underart;Fjärilar;Sårbar (VU);"B1b(iii,v)c(iv)+2b(iii,v)c(iv); C1";;Viktig;;;;;Förekommer;;
102449;Hadena irregularis;ockragult nejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);"B2b(iii,v)c(iv); D1";;Viktig;Förekommer;;;;Förekommer;;
216169;Hadena perplexa;gulbrunt nejlikfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii)c(iii,iv);;Viktig;Förekommer;;;;Förekommer;;
101032;Hadrobregmus confusus;nordlig trägnagare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;Förekommer;;;;;;
102080;Haematopota bigoti;Bigots regnbroms;Bofast och reproducerande;Art;Tvåvingar;Starkt hotad (EN);B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv);;Viktig;;;;;Viktig;;
102081;Haematopota grandis;större regnbroms;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;;Viktig;;;Förekommer;;;;
102082;Haematopota subcylindrica;blekvingad regnbroms;Bofast och reproducerande;Art;Tvåvingar;Sårbar (VU);B2ab(ii,iii,iv,v);;Viktig;;;Förekommer;;;;
101071;Haeterius ferrugineus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
217874;Halcampoides abyssorum;;Bofast och reproducerande;Art;Koralldjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
1362;Halerpestes cymbalaria;bohusranunkel;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B1ab(i,iii,iv,v);;Viktig;;;Viktig;;Förekommer;;
100067;Haliaeetus albicilla;havsörn;Bofast och reproducerande;Art;Fåglar;Nära hotad (NT);D1;Viktig;;;;Viktig;Viktig;Viktig;Förekommer;Viktig
102679;Halictus eurygnathus;klintbandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2b(ii,iii,v)c(iv);;Viktig;Viktig;;;;;;
102680;Halictus leucaheneus;stäppbandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B2b(ii,iii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
102681;Halictus quadricinctus;storbandbi;Bofast och reproducerande;Art;Steklar;Akut hotad (CR);D;;Viktig;;;;;;;
101033;Halictus sexcinctus;sexbandbi;Ej längre bofast, ej tillfälligt förekommande;Art;Steklar;Nationellt utdöd (RE);;;Viktig;;;;;;;
217847;Halipteris finmarchica;;Bofast och reproducerande;Art;Koralldjur;Sårbar (VU);D2;;;;;;;;Viktig;
232747;Halopteris scoparia;taggtofs;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;;;Viktig;Viktig
101035;Halorates reprobus;havsdvärgspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2b(iii,v)c(iv);;;;;;;Viktig;;
101036;Halticus luteicollis;gulhalsad ängsskinnbagge;Bofast och reproducerande;Art;Halvvingar;Starkt hotad (EN);B1ab(i,ii,iv)+2ab(i,ii,iv);Viktig;;;;;;;;
232620;Halurus flosculosus;ullig ledalg;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;;;Viktig;
755;Hamatocaulis lapponicus;tajgakrokmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;;;;;Viktig;;;;
756;Hamatocaulis vernicosus;käppkrokmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);C2a(i);;;;;Viktig;Förekommer;;;
101037;Hamearis lucina;gullvivefjäril;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);"B2ab(iii,v); C1";Viktig;Viktig;;;;;;;
102913;Hanleya hanleyi;;Bofast och reproducerande;Art;Blötdjur;Sårbar (VU);B1ab(iii);;;;;;;;Viktig;
757;Hapalopilus aurantiacus;laxticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C2a(i);Viktig;;;;;;;;
183;Haplocladium microphyllum;texasmossa;Ej längre bofast, nu endast tillfälligt förekommande;Art;Mossor;Nationellt utdöd (RE);;Viktig;;;;;;;;
219125;Haplodrassus dalmatensis;revbenshuggspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B1ab(iii)+2ab(iii);;Viktig;;;;;;;
759;Haplomitrium hookeri;kurragömmamossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;;;;Viktig;Förekommer;;;
234287;Haploops tenuis;;Bofast och reproducerande;Art;Kräftdjur;Sårbar (VU);B2ab(ii,iii);;;;;;;;Viktig;
233497;Haploops tubicola;;Bofast och reproducerande;Art;Kräftdjur;Sårbar (VU);B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv);;;;;;;;Viktig;
760;Haploporus odorus;doftticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c;Viktig;;;;Förekommer;;;;
1143;Haploporus tuberculosus;blekticka;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Förekommer;Viktig;Förekommer;;;;;;
213939;Haplotinea ditella;kvarnmal;Bofast och reproducerande;Art;Fjärilar;Kunskapsbrist (DD);;;Förekommer;Viktig;;;;;;
234873;Hardya tenuis;;Bofast och reproducerande;Art;Halvvingar;Nära hotad (NT);B2ab(i,ii);Viktig;Viktig;;;;;;;
102261;Harpalus anxius;smal frölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;Förekommer;;
101045;Harpalus autumnalis;höstfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Akut hotad (CR);B1ab(iii)+2ab(iii);;Viktig;Förekommer;;;;Förekommer;;
101046;Harpalus calceatus;trädesfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT°);B2b(iii)c(iii,iv);;Viktig;Förekommer;;;;;;
101047;Harpalus flavescens;gul frölöpare;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii,iv);;Viktig;Förekommer;;;;;;
101048;Harpalus froelichii;klumpfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
101049;Harpalus griseus;sammetsfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT°);B2b(iii)c(iii,iv);;Viktig;Förekommer;;;;;;
101050;Harpalus hirtipes;platt frölöpare;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii,iv);;Viktig;Förekommer;;;;;;
102262;Harpalus luteicornis;kustfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;;;;;Viktig;;
101051;Harpalus melancholicus;dysterfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;Förekommer;;;;Viktig;;
102263;Harpalus neglectus;dynfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;;;;;Viktig;;
102264;Harpalus nigritarsis;myrfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Förekommer;;;;Förekommer;;;;
102265;Harpalus picipennis;knubbfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
101052;Harpalus rufipalpis;hedfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
101053;Harpalus servus;oval frölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;Förekommer;;
102266;Harpalus subcylindricus;alvarfrölöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
761;Harpanthus scutatus;liten måntandsmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;;;;Viktig;;;;
848;Hastodontia halonata;baljskinn;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;Förekommer;;;;;;;
102852;Hathrometra tenella;spenslig fjäderstjärna;Bofast och reproducerande;Art;Tagghudingar;Sårbar (VU);D2;;;;;;;;Viktig;
250167;Hedychridium caputaureum;kronguldstekel;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2b(ii,iii);;Viktig;Förekommer;;;;;;
101055;Heinemannia festivella;vitgul lövängsbrokmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1c(iv)+2c(iv);;Viktig;;;;;;;
102450;Heinemannia laspeyrella;klargul lövängsbrokmal;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);B2ab(i,ii,iii,iv,v);Förekommer;Viktig;;;;;;;
101056;Helcomyza ustulata;stor brunalgfluga;Möjligen nationellt utdöd;Art;Tvåvingar;Akut hotad (CR);B2ab(i,ii,iii,iv)c(iv);;;;;;;Viktig;;
224416;Helianthemum nummularium subsp. nummularium;ljus solvända;Bofast och reproducerande;Underart;Kärlväxter;Nära hotad (NT);A2ab;;Viktig;;;;;;;
224417;Helianthemum nummularium subsp. obscurum;mörk solvända;Bofast och reproducerande;Underart;Kärlväxter;Sårbar (VU);"A2bc; B2ab(ii,iii,iv,v)";;Viktig;;;;;;;
762;Helichrysum arenarium;hedblomster;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);A2ab;;Viktig;Förekommer;;;;;;
102451;Heliodines roesella;lungrotsmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(i,ii,iii,iv);;Viktig;Förekommer;;;;;;
215396;Heliothela wulfeniana;svart violmott;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ab(iii)+2ab(iii);;Viktig;Viktig;;;;;;
101057;Heliothis viriplaca;kardväddsknölfly;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU°);"B2b(i,ii,iii,iv,v)c(iv); C2b";;Viktig;Förekommer;;;;;;
232533;Helminthora divaricata;vinkelslemtråd;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;;;Viktig;
102542;Helophilus bottnicus;grå kärrblomfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;Förekommer;;;;Viktig;Viktig;;;
101059;Helophorus redtenbacheri;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);;Förekommer;;;Viktig;Viktig;;;
79;Helosciadium inundatum;krypfloka;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v)c(iv);;Viktig;;;Förekommer;Viktig;;;
765;Helvella cupuliformis;gulbrun skålmurkla;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
766;Helvella ephippium;sadelmurkla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;Förekommer;;;;;;;
767;Helvella lactea;mjölkmurkla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;Förekommer;Förekommer;;;;;;
101060;Hemaris tityus;svävflugedagsvärmare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);A2b;Förekommer;Viktig;Förekommer;;Förekommer;;;;
100297;Hemicoelus costatus;gråbandad trägnagare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
100298;Hemicoelus fulvicornis;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
245507;Hemileccinum depilatum;;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Förekommer;Viktig;;;;;;;
154;Hemileccinum impolitum;bleksopp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A3c+4c; C1";Viktig;Förekommer;;;;;;;
102727;Hemilepton nitidum;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
1225;Hemipholiota populnea;poppeltofsskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;Förekommer;Förekommer;;;;;;
101061;Hemistola chrysoprasaria;smaragdgrön lundmätare;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);B2ab(iii)c(iv);;Viktig;;;;;;;
1542;Hemistropharia albocrenulata;tårkragskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
101062;Hendelia beckeri;stubbträfluga;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
217683;Henricia pertusa;porkrullstjärna;Bofast och reproducerande;Art;Tagghudingar;Sårbar (VU);D2;;;;;;;;Viktig;
213797;Hepialus humuli;humlerotfjäril;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);A2b;;Viktig;;;Förekommer;;;;
228895;Heppia adglutinata;rosettheppia;Ej längre bofast, ej tillfälligt förekommande;Art;Lavar;Nationellt utdöd (RE);;;Viktig;;;;;;;
768;Heppia lutosa;heppia;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;;Viktig;;;;;;;
101065;Heptaulacus testudinarius;sköldpaddsdyngbagge;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;Viktig;;;;;;;
240074;Hercostomus chetifer;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B1a+2a;Viktig;;;;Förekommer;;;;
2014;Hericium coralloides;koralltaggsvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;;;;;;;;
769;Hericium erinaceus;igelkottstaggsvamp;Bofast och reproducerande;Art;Storsvampar;Akut hotad (CR);C2a(i);Viktig;;;;;;;;
770;Herminium monorchis;honungsblomster;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B2ab(i,ii,iii,iv,v);;Viktig;;;Viktig;;;;
6453;Hertelidea botryosa;vedskivlav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);A2bc+3bc+4bc;Viktig;;;;;;;;
101070;Hesperia comma;silversmygare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);A3c;;Viktig;Förekommer;Förekommer;Förekommer;;Förekommer;;
232265;Hesperia comma catena;fjällsilversmygare;Bofast och reproducerande;Underart;Fjärilar;Sårbar (VU);"B1b(iii)c(iv)+2b(iii)c(iv); D1";;;;Viktig;;;;;
250162;Hesperia comma comma;;Bofast och reproducerande;Underart;Fjärilar;Nära hotad (NT);A3c;;Viktig;Förekommer;;Förekommer;;Förekommer;;
102270;Heterocerus fossor;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;;;;;;;Viktig;;
233246;Heterocladium flaccidum;späd trasselmossa;Möjligen nationellt utdöd;Art;Mossor;Kunskapsbrist (DD);;Viktig;Förekommer;;;;;;;
101072;Heterocordylus leptocerus;;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B1ac(iv)+2ac(iv);;Viktig;;;;;;;
772;Heterodermia speciosa;elfenbenslav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);"A2bc+4bc; D1";Viktig;;;;Förekommer;;;;
101074;Heterogenea asella;mindre snigelspinnare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2c(iv);Viktig;;;;;;;;
240423;Heteromeringia nigrimana;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(ii,iii,iv);Viktig;;;;;;;;
101075;Heterota plumbea;;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;;;;;;Viktig;;
215744;Heterothera serraria;tajgafältmätare;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B2ab(iii,v);Viktig;;;;;;;;
104127;Heterothops binotatus;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;;;;;;;Viktig;;
231477;Hieracium abiegni;granlundsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);Viktig;;;;;;;;
231478;Hieracium abrupticuspis;;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231480;Hieracium acidotum;norsk fetfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231481;Hieracium acrogymnon;brunspetsad fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231484;Hieracium acudentulum;palmérfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
