TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
231485;Hieracium acuens;slipfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231189;Hieracium acutellum;roslagsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); D";Viktig;;;;;;;;
231190;Hieracium adampliatum;östgötafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231191;Hieracium adiposum;vistfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;;;;;;;;
231494;Hieracium albiduliforme;ågelsjöfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;;;;;;;;
231495;Hieracium albidulum;blek tallfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231497;Hieracium albovittatum;vitbandad fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231500;Hieracium altipes;rävfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231502;Hieracium ambigosum;tvekfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D";Viktig;;;;;;;;
231503;Hieracium amblyglochin;svansfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231507;Hieracium amoenifrons;spolfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231200;Hieracium amphicentrum;;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v); D";Viktig;Viktig;;;;;;;
231510;Hieracium ancisum;hårlös rivfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231513;Hieracium angulosum;kantfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231517;Hieracium anisolobum;;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v); D";Viktig;Viktig;;;;;;;
231518;Hieracium anisotomum;puderfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231521;Hieracium apicum;spetsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231523;Hieracium aquiliceps;örnfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231526;Hieracium arcuaticuneatum;svängfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
251276;Hieracium argentarium;silverfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231527;Hieracium argentimontanum;silverbergsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
251279;Hieracium arnoldii;arnoldfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(i,ii,iii,iv);Viktig;Viktig;;;;;;;
231206;Hieracium arrogans;sturskfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231207;Hieracium arrosiforme;gnagfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2a; D1";Viktig;Viktig;;;;;;;
231531;Hieracium asemum;värmlandsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
251277;Hieracium askii;flikig tallfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(i,ii,iii,iv,v);Viktig;Viktig;;;;;;;
231210;Hieracium austriniforme;lindfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231211;Hieracium austrinum;sydfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231216;Hieracium barrimum;elefantfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231220;Hieracium basiserratum;piggfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); D";Viktig;Viktig;;;;;;;
231548;Hieracium bergstroemii;bergströmsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231550;Hieracium bicurvum;kurvfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231221;Hieracium bogense;bogefibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;Viktig;;;;;;;
231222;Hieracium cacuminatum;uddfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231568;Hieracium caliginosum;lansettfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231569;Hieracium calliglaucum;norsk hällfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231228;Hieracium campylodon;krokfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231572;Hieracium camurum;krumfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231573;Hieracium canipediforme;valpfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231576;Hieracium canitiosum;stoftfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231582;Hieracium carcarophyllum;hajtandsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231231;Hieracium carnosiceps;norrgårdafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;;;;;;;;
231232;Hieracium causiatum;brättesfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231585;Hieracium centonale;lapptäckesfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231586;Hieracium centrotum;björnbergsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231590;Hieracium chloeropis;gräsgrön fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);C2a(i);Viktig;Viktig;;;;;;;
231234;Hieracium chloocranum;grönholkig fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231235;Hieracium chlorodes;narrklibbfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231236;Hieracium chloroleucum;;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231592;Hieracium chloromaurum;vesslefibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231238;Hieracium chrysophorum;kycklingfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231596;Hieracium ciliatiforme;tabergsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231599;Hieracium cinereotectum;skäckfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
251278;Hieracium cirrobractum;plymfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231602;Hieracium coadunatum;vasstandad hällfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231604;Hieracium comanticeps;boafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231607;Hieracium compitale;hög tallfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231239;Hieracium complexum;ljus violfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231243;Hieracium coniceps;kottefibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231177;Hieracium continuum;ålandsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231615;Hieracium cosmiodontum;rönnfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231616;Hieracium crassiceps;storkorgsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
266115;Hieracium crinellum;hammarfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2a; D1";Viktig;Förekommer;;;;;;;
231250;Hieracium cunctans;senfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231251;Hieracium cuneolatum;kilfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231624;Hieracium cuprimontanum;kopparbergsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231626;Hieracium cyclum;hjulfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231253;Hieracium daedalolepium;vängefibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;;;;;;;;
231631;Hieracium dalecarlicum;dalkarlsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231632;Hieracium daniciforme;;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);C2a(i);Viktig;Viktig;;;;;;;
231634;Hieracium dasytomum;esaufibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231638;Hieracium delime;limafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231256;Hieracium denigrans;välenfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231640;Hieracium densecomosum;östmarksfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231645;Hieracium dentifolium;växeltandsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
266140;Hieracium diodontum;tvåtandad fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Förekommer;Viktig;;;;;;;
231651;Hieracium distinctum;särfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231653;Hieracium distrudens;malungsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231264;Hieracium dolichorhachis;drasutfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231655;Hieracium duderhultense;döderhultsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231658;Hieracium dyringii;dyringfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;;;;;;;;
231266;Hieracium ebenarium;kappelshamnsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;;;;;;;;
251296;Hieracium elongatifrons;smal gnejsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2a; D1";Viktig;Viktig;;;;;;;
231661;Hieracium elvdalense;älvdalsfibba;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
251297;Hieracium emblae;emblafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231267;Hieracium epicrocifolium;skifferfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;;;;;;;;
231269;Hieracium erithallum;blygfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231664;Hieracium erysibodes;luddfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231665;Hieracium ethologum;gycklarfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231667;Hieracium eudaedalum;bårdfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
266117;Hieracium eulasium;kejsarfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231668;Hieracium eumeces;skinkfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231669;Hieracium eurygonium;;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231671;Hieracium euthysanum;stickfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231673;Hieracium expallescens;blek trollfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
266130;Hieracium falcifolium;sabelfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Förekommer;Viktig;;;;;Förekommer;;
231677;Hieracium farinaceum;mjölfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231681;Hieracium flagriferum;kolmårdsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231280;Hieracium fraudulentum;smal blyfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;;;;;;;;
231685;Hieracium funerale;trattfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
266121;Hieracium gigantocybe;grov klippfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2a; D1";Förekommer;Viktig;;;;;;;
231691;Hieracium gilvocaniceps;gulgrå fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231692;Hieracium glandulosissimum;aspfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
251462;Hieracium gracilifrons;späd fetfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231699;Hieracium gripharium;gripfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231284;Hieracium grophosiceps;;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231285;Hieracium grophosum;grov stenfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2a;Viktig;Viktig;;;;;;;
231703;Hieracium gymnocentrum;vass krattfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231705;Hieracium haboënse;habofibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231706;Hieracium haegerstroemii;hägerströmsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
251307;Hieracium hangvarense;gotländsk tallfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v); D";Viktig;Viktig;;;;;;;
251308;Hieracium helenae;helenafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
231288;Hieracium hemidiaphanum;spetsfjällig glandelfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231289;Hieracium hepaticiforme;blek leverfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231710;Hieracium hepaticolor;pilfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
251309;Hieracium hepaticum;leverfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
266128;Hieracium hilare;hurtfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Viktig;Förekommer;;Förekommer;;;;;
266138;Hieracium hispidosum;hallonfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Förekommer;Viktig;;;;;;;
231712;Hieracium hjeltii;hjeltfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231716;Hieracium hyperlepideum;rosenfotad fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231291;Hieracium hypoprasinum;lökfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231293;Hieracium imbricatiforme;järpfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
251310;Hieracium imbricatum;rundfjällig rufsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231294;Hieracium impressiforme;villandsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;;;;;;;
231722;Hieracium incrassans;kålfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231295;Hieracium incurrens;grå backfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231725;Hieracium inophyllum;småfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231727;Hieracium integratifrons;helfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231729;Hieracium intercalatum;korpfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231732;Hieracium intermarginatum;kuggfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);B1ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
251311;Hieracium irmae;irmafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231301;Hieracium irriguiforme;blekingefibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(i,ii,iii,iv); D1";Viktig;Viktig;;;;;;;
231737;Hieracium itharophyton;nickelfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231738;Hieracium ithytomum;tvåbladig fibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231741;Hieracium johanssonii;lövhultsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;;;;;;;;
231742;Hieracium juelii;jueltallfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231743;Hieracium juncinescens;småkorgig vargfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D";Viktig;Viktig;;;;;;;
231307;Hieracium koepingense;köpingfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
231312;Hieracium leiocranum;slätfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1";Viktig;Viktig;;;;;;;
251313;Hieracium lepidiforme;smal rödbetsfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
251314;Hieracium limitaneum;ljus flikfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
231770;Hieracium ludificans;clownfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);C2a(i);Viktig;Viktig;;;;;;;
231324;Hieracium ludoviciense;ludvikafibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv);Viktig;Viktig;;;;;;;
231325;Hieracium luebeckii;lübecksfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231326;Hieracium lugubre;sorgfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);B2ab(ii,iii,iv,v);Viktig;Viktig;;;;;;;
231774;Hieracium machairodon;knivfibbla;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
